37.5301728,122.0737739,20.087463
37.5301759,122.0737615,19.49292
37.5301799,122.0737484,18.940613
37.5301833,122.0737348,18.50177
37.5301871,122.0737241,18.69165
37.5301913,122.0737103,19.056396
37.5301942,122.0736991,19.091187
37.530196,122.0736864,19.600342
37.5301955,122.0736716,19.37561
37.5301958,122.073656,18.509399
37.5301972,122.0736402,18.303528
37.5302007,122.0736237,18.147644
37.530203,122.0736071,18.236511
37.5302044,122.0735896,18.099548
37.5302049,122.0735741,17.952759
37.5302027,122.0735583,17.669128
37.5302011,122.0735424,17.401123
37.5302022,122.0735257,17.26709
37.530203,122.0735086,17.434692
37.5302031,122.0734937,17.557617
37.5302052,122.0734779,17.029419
37.5302068,122.0734616,16.850342
37.5302039,122.0734457,16.476563
37.5302039,122.0734302,15.888245
37.5302013,122.0734139,16.294861
37.530195,122.0733974,16.803711
37.5301895,122.0733783,16.963562
37.5301853,122.0733608,17.112427
37.5301853,122.0733444,16.35907
37.5301844,122.0733293,16.461914
37.5301824,122.0733141,16.152893
37.5301791,122.0732989,16.135559
37.5301751,122.0732824,16.26062
37.5301713,122.0732667,16.252441
37.5301675,122.07325,16.095581
37.5301639,122.0732322,16.300354
37.5301592,122.073215,16.541077
37.5301539,122.073198,16.671753
37.5301491,122.0731821,16.776062
37.5301443,122.0731682,16.507629
37.5301394,122.0731545,16.754456
37.5301335,122.0731411,17.247375
37.5301258,122.0731281,17.276855
37.5301184,122.073115,17.405884
37.5301112,122.0731013,17.270996
37.5301053,122.0730868,17.684082
37.5300994,122.0730726,18.018433
37.5300925,122.0730559,18.207581
37.5300852,122.0730397,18.568237
37.5300785,122.0730233,18.801086
37.5300722,122.073008,18.550354
37.5300656,122.0729933,18.537231
37.5300586,122.0729773,18.464233
37.5300514,122.072962,18.595703
37.5300452,122.0729473,18.538696
37.5300431,122.0729343,17.672119
37.5300429,122.0729196,17.269409
37.5300404,122.0729035,17.249634
37.5300353,122.0728897,16.658447
37.5300291,122.0728765,16.344421
37.530021,122.072863,16.154663
37.5300111,122.0728503,16.355774
37.5300012,122.0728382,16.44574
37.529994,122.0728273,16.322388
37.5299863,122.0728155,16.433044
37.5299758,122.0728028,16.597839
37.5299639,122.0727907,16.737427
37.5299509,122.07278,17.055054
37.5299367,122.0727695,17.214233
37.5299244,122.0727576,17.246338
37.5299133,122.0727459,17.279541
37.5299021,122.0727345,17.195801
37.5298917,122.0727244,17.180298
37.5298825,122.0727144,16.94635
37.5298727,122.0727047,17.234131
37.5298621,122.0726958,17.449768
37.529851,122.072686,17.699402
37.5298411,122.0726767,17.842346
37.529831,122.0726688,17.819336
37.5298207,122.0726605,17.622498
37.5298111,122.0726519,17.539246
37.5298,122.0726427,17.315979
37.5297887,122.0726341,17.180603
37.5297773,122.0726265,17.157898
37.5297657,122.0726214,16.792786
37.5297544,122.0726156,16.758728
37.5297445,122.0726066,17.357178
37.5297351,122.0725973,17.457764
37.5297249,122.0725909,17.575989
37.5297151,122.0725842,17.423462
37.5297051,122.0725753,17.260559
37.5296936,122.0725667,16.935608
37.5296829,122.0725599,17.081177
37.5296716,122.0725543,17.125977
37.5296603,122.0725487,16.923462
37.5296513,122.0725425,16.957397
37.5296416,122.0725373,16.511963
37.5296324,122.0725308,16.648865
37.5296237,122.0725218,16.841187
37.5296143,122.0725139,16.742981
37.5296055,122.0725088,16.745178
37.5295968,122.0724993,17.108459
37.5295921,122.0724856,16.9729
37.5295926,122.0724694,17.981934
37.5295957,122.0724588,17.529419
37.5295982,122.0724486,17.158569
37.5296011,122.0724336,17.490479
37.5296061,122.0724172,17.677979
37.5296103,122.0724016,17.664246
37.5296134,122.0723872,17.74762
37.529616,122.0723713,17.838257
37.5296183,122.072355,17.962952
37.5296197,122.0723368,18.239258
37.5296233,122.0723217,18.817932
37.5296281,122.0723065,18.553711
37.5296306,122.0722895,18.140869
37.5296322,122.0722728,18.030701
37.5296341,122.0722565,18.089539
37.5296365,122.0722402,18.463501
37.5296395,122.0722241,18.562317
37.5296417,122.0722083,18.969604
37.5296439,122.0721931,19.531372
37.5296467,122.0721778,19.630066
37.5296493,122.0721626,19.714722
37.5296509,122.0721472,19.787842
37.5296539,122.0721347,19.783203
37.529659,122.0721208,20.022766
37.5296635,122.0721061,19.738342
37.5296666,122.0720902,20.020569
37.5296696,122.0720739,20.228271
37.5296731,122.072058,20.362427
37.5296754,122.0720411,20.931519
37.5296778,122.072025,20.644836
37.52968,122.0720096,20.968384
37.5296833,122.0719945,21.122742
37.5296859,122.0719783,21.21698
37.5296867,122.0719605,21.547302
37.5296882,122.0719441,21.463623
37.5296918,122.0719297,21.388916
37.5296942,122.0719146,21.273926
37.529697,122.0719001,21.112732
37.5297004,122.0718853,20.97113
37.5297053,122.0718709,21.182983
37.5297086,122.0718564,21.608337
37.5297118,122.0718424,21.786255
37.5297184,122.0718312,21.658936
37.5297265,122.0718198,21.809814
37.5297353,122.0718089,21.776672
37.5297456,122.0718023,21.631836
37.529757,122.0717968,21.886902
37.5297697,122.0717915,21.920776
37.5297814,122.0717872,22.175964
37.5297915,122.0717816,22.0354
37.5298028,122.0717754,22.078491
37.5298133,122.0717694,22.30188
37.5298234,122.0717647,22.500488
37.5298348,122.0717591,22.35437
37.5298469,122.0717515,22.600708
37.5298587,122.0717435,22.345215
37.5298704,122.0717366,22.079102
37.5298818,122.0717327,21.713257
37.5298949,122.0717308,21.190063
37.5299063,122.0717271,20.86615
37.5299185,122.0717211,20.604736
37.5299309,122.0717183,20.331848
37.5299442,122.071719,20.06665
37.5299559,122.0717245,19.495544
37.5299671,122.0717335,19.42981
37.5299782,122.0717436,19.312073
37.529988,122.0717536,19.128479
37.5299973,122.0717651,18.8349
37.5300056,122.0717777,18.648926
37.5300146,122.0717892,18.440674
37.530025,122.0718008,18.270203
37.5300326,122.0718125,17.988708
37.5300405,122.0718238,17.4776
37.5300498,122.0718356,17.413513
37.5300594,122.071849,17.515625
37.5300667,122.0718631,17.124207
37.5300719,122.0718766,16.74585
37.5300748,122.071891,16.857971
37.5300783,122.0719068,16.800781
37.5300824,122.0719208,16.604431
37.5300858,122.0719343,16.370544
37.5300858,122.0719473,15.880981
37.5300875,122.0719622,15.872864
37.5300906,122.071976,15.992676
37.5300909,122.0719906,15.50116
37.5300917,122.0720063,15.773499
37.5300947,122.0720215,15.55188
37.5301,122.0720381,15.616821
37.5301062,122.0720533,15.426331
37.5301108,122.0720686,15.402161
37.5301129,122.0720845,15.255737
37.5301149,122.0721004,15.213745
37.5301176,122.0721169,15.956665
37.5301241,122.0721334,16.48584
37.5301296,122.0721489,16.69696
37.5301352,122.0721643,16.774475
37.5301377,122.0721785,16.601807
37.5301392,122.0721932,16.664368
37.5301412,122.0722095,16.608459
37.5301447,122.0722264,16.777588
37.5301504,122.0722412,16.974976
37.5301592,122.0722522,16.87146
37.5301677,122.0722621,16.475464
37.5301747,122.0722729,16.875977
37.5301818,122.0722827,16.625122
37.530188,122.0722917,16.506042
37.5301916,122.0722996,16.586304
37.5301972,122.0723106,16.480347
37.5302041,122.0723185,16.518127
37.5302105,122.0723263,17.183289
37.5302166,122.0723355,16.494263
37.5302239,122.0723468,16.648438
37.5302313,122.0723588,16.753906
37.5302394,122.0723694,16.232483
37.5302468,122.0723791,16.029785
37.5302538,122.0723889,15.856201
37.5302619,122.072399,15.672546
37.5302704,122.0724098,15.395691
37.5302783,122.0724221,15.872009
37.5302846,122.0724356,16.327271
37.5302901,122.0724494,16.635437
37.5302955,122.0724645,16.937622
37.5303001,122.0724782,16.893127
37.5303044,122.0724923,17.249634
37.5303092,122.0725078,17.409973
37.5303151,122.0725221,17.521423
37.5303206,122.0725355,17.406921
37.5303249,122.0725498,17.648926
37.5303298,122.0725645,17.534302
37.5303339,122.0725798,17.462585
37.5303393,122.072596,17.713501
37.5303446,122.0726104,17.781921
37.5303504,122.0726255,17.380249
37.5303556,122.0726419,17.479553
37.5303597,122.0726573,17.860352
37.5303639,122.0726723,18.11322
37.530369,122.0726869,18.108276
37.5303741,122.0727021,18.147156
37.530377,122.0727184,17.984741
37.5303781,122.072733,17.742737
37.5303794,122.0727465,17.789368
37.5303829,122.0727598,18.04071
37.530387,122.0727743,18.308716
37.5303923,122.0727865,18.087097
37.5303979,122.0727986,17.903809
37.5304033,122.0728113,17.718384
37.5304062,122.0728244,17.751404
37.5304067,122.0728396,17.849548
37.5304099,122.0728531,17.677185
37.5304156,122.0728673,17.994324
37.5304205,122.0728819,18.078369
37.5304262,122.0728961,17.973694
37.5304315,122.0729094,18.289307
37.5304354,122.0729228,18.2099
37.5304371,122.0729371,18.255371
37.5304388,122.0729523,18.429138
37.5304399,122.0729666,18.315369
37.5304411,122.0729803,18.404419
37.5304426,122.0729935,18.236877
37.5304424,122.0730072,18.36676
37.5304408,122.0730202,18.533142
37.5304403,122.0730338,18.92041
37.5304403,122.0730472,18.759094
37.5304392,122.07306,18.606079
37.5304382,122.0730734,18.681152
37.5304369,122.0730876,18.934937
37.5304353,122.0731018,19.239014
37.530435,122.0731168,18.885498
37.5304357,122.0731307,19.322083
37.5304378,122.0731469,19.331665
37.5304397,122.0731618,19.605408
37.5304425,122.0731763,19.512634
37.5304459,122.0731913,19.901123
